Company_Name,ESG_Score,Risk_Category
GreenTech_04552_Ltd,66,Medium
GreenTech_04553_Ltd,92,Low
GreenTech_04554_Ltd,74,Medium
GreenTech_04555_Ltd,52,High
GreenTech_04556_Ltd,64,High
GreenTech_04557_Ltd,78,Medium
GreenTech_04558_Ltd,92,Low
GreenTech_04559_Ltd,81,Low
GreenTech_04560_Ltd,75,Medium
GreenTech_04561_Ltd,65,High
GreenTech_04562_Ltd,74,Medium
GreenTech_04563_Ltd,77,Medium
GreenTech_04564_Ltd,58,High
GreenTech_04565_Ltd,50,High
GreenTech_04566_Ltd,78,Medium
GreenTech_04567_Ltd,71,Medium
GreenTech_04568_Ltd,65,High
GreenTech_04569_Ltd,90,Low
GreenTech_04570_Ltd,93,Low
GreenTech_04571_Ltd,90,Low
GreenTech_04572_Ltd,56,High
GreenTech_04573_Ltd,63,High
GreenTech_04574_Ltd,78,Medium
GreenTech_04575_Ltd,68,Medium
GreenTech_04576_Ltd,68,Medium
GreenTech_04577_Ltd,51,High
GreenTech_04578_Ltd,90,Low
GreenTech_04579_Ltd,94,Low
GreenTech_04580_Ltd,64,High
GreenTech_04581_Ltd,52,High
GreenTech_04582_Ltd,60,High
GreenTech_04583_Ltd,79,Medium
GreenTech_04584_Ltd,89,Low
GreenTech_04585_Ltd,67,Medium
GreenTech_04586_Ltd,51,High
GreenTech_04587_Ltd,81,Low
GreenTech_04588_Ltd,57,High
GreenTech_04589_Ltd,71,Medium
GreenTech_04590_Ltd,55,High
GreenTech_04591_Ltd,61,High
GreenTech_04592_Ltd,89,Low
GreenTech_04593_Ltd,85,Low
GreenTech_04594_Ltd,64,High
GreenTech_04595_Ltd,77,Medium
GreenTech_04596_Ltd,94,Low
GreenTech_04597_Ltd,67,Medium
GreenTech_04598_Ltd,51,High
GreenTech_04599_Ltd,62,High
GreenTech_04600_Ltd,94,Low
GreenTech_04601_Ltd,64,High
GreenTech_04602_Ltd,69,Medium
GreenTech_04603_Ltd,78,Medium
GreenTech_04604_Ltd,91,Low
GreenTech_04605_Ltd,78,Medium
GreenTech_04606_Ltd,52,High
GreenTech_04607_Ltd,68,Medium
GreenTech_04608_Ltd,52,High
GreenTech_04609_Ltd,63,High
GreenTech_04610_Ltd,89,Low
GreenTech_04611_Ltd,53,High
GreenTech_04612_Ltd,60,High
GreenTech_04613_Ltd,80,Medium
GreenTech_04614_Ltd,92,Low
GreenTech_04615_Ltd,81,Low
GreenTech_04616_Ltd,76,Medium
GreenTech_04617_Ltd,79,Medium
GreenTech_04618_Ltd,92,Low
GreenTech_04619_Ltd,51,High
GreenTech_04620_Ltd,58,High
GreenTech_04621_Ltd,77,Medium
GreenTech_04622_Ltd,80,Medium
GreenTech_04623_Ltd,83,Low
GreenTech_04624_Ltd,64,High
GreenTech_04625_Ltd,74,Medium
GreenTech_04626_Ltd,85,Low
GreenTech_04627_Ltd,57,High
GreenTech_04628_Ltd,58,High
GreenTech_04629_Ltd,86,Low
GreenTech_04630_Ltd,94,Low
GreenTech_04631_Ltd,88,Low
GreenTech_04632_Ltd,81,Low
GreenTech_04633_Ltd,66,Medium
GreenTech_04634_Ltd,84,Low
GreenTech_04635_Ltd,86,Low
GreenTech_04636_Ltd,68,Medium
GreenTech_04637_Ltd,93,Low
GreenTech_04638_Ltd,78,Medium
GreenTech_04639_Ltd,56,High
GreenTech_04640_Ltd,77,Medium
GreenTech_04641_Ltd,58,High
GreenTech_04642_Ltd,77,Medium
GreenTech_04643_Ltd,55,High
GreenTech_04644_Ltd,78,Medium
GreenTech_04645_Ltd,66,Medium
GreenTech_04646_Ltd,65,High
GreenTech_04647_Ltd,72,Medium
GreenTech_04648_Ltd,80,Medium
GreenTech_04649_Ltd,52,High
GreenTech_04650_Ltd,70,Medium
GreenTech_04651_Ltd,75,Medium
GreenTech_04652_Ltd,85,Low
GreenTech_04653_Ltd,91,Low
GreenTech_04654_Ltd,86,Low
GreenTech_04655_Ltd,71,Medium
GreenTech_04656_Ltd,91,Low
GreenTech_04657_Ltd,61,High
GreenTech_04658_Ltd,91,Low
GreenTech_04659_Ltd,62,High
GreenTech_04660_Ltd,60,High
GreenTech_04661_Ltd,65,High
GreenTech_04662_Ltd,57,High
GreenTech_04663_Ltd,89,Low
GreenTech_04664_Ltd,89,Low
GreenTech_04665_Ltd,94,Low
GreenTech_04666_Ltd,51,High
GreenTech_04667_Ltd,79,Medium
GreenTech_04668_Ltd,79,Medium
GreenTech_04669_Ltd,61,High
GreenTech_04670_Ltd,59,High
GreenTech_04671_Ltd,93,Low
GreenTech_04672_Ltd,60,High
GreenTech_04673_Ltd,64,High
GreenTech_04674_Ltd,65,High
GreenTech_04675_Ltd,66,Medium
GreenTech_04676_Ltd,75,Medium
GreenTech_04677_Ltd,51,High
GreenTech_04678_Ltd,61,High
GreenTech_04679_Ltd,75,Medium
GreenTech_04680_Ltd,72,Medium
GreenTech_04681_Ltd,67,Medium
GreenTech_04682_Ltd,81,Low
GreenTech_04683_Ltd,87,Low
GreenTech_04684_Ltd,52,High
GreenTech_04685_Ltd,87,Low
GreenTech_04686_Ltd,52,High
GreenTech_04687_Ltd,79,Medium
GreenTech_04688_Ltd,50,High
GreenTech_04689_Ltd,79,Medium
GreenTech_04690_Ltd,94,Low
GreenTech_04691_Ltd,81,Low
GreenTech_04692_Ltd,77,Medium
GreenTech_04693_Ltd,70,Medium
GreenTech_04694_Ltd,62,High
GreenTech_04695_Ltd,76,Medium
GreenTech_04696_Ltd,85,Low
GreenTech_04697_Ltd,56,High
GreenTech_04698_Ltd,71,Medium
GreenTech_04699_Ltd,59,High
GreenTech_04700_Ltd,88,Low
GreenTech_04701_Ltd,64,High
GreenTech_04702_Ltd,64,High
GreenTech_04703_Ltd,53,High
GreenTech_04704_Ltd,81,Low
GreenTech_04705_Ltd,72,Medium
GreenTech_04706_Ltd,55,High
GreenTech_04707_Ltd,73,Medium
GreenTech_04708_Ltd,69,Medium
GreenTech_04709_Ltd,86,Low
GreenTech_04710_Ltd,69,Medium
GreenTech_04711_Ltd,61,High
GreenTech_04712_Ltd,82,Low
GreenTech_04713_Ltd,77,Medium
GreenTech_04714_Ltd,57,High
GreenTech_04715_Ltd,50,High
GreenTech_04716_Ltd,86,Low
GreenTech_04717_Ltd,71,Medium
GreenTech_04718_Ltd,55,High
GreenTech_04719_Ltd,70,Medium
GreenTech_04720_Ltd,81,Low
GreenTech_04721_Ltd,84,Low
GreenTech_04722_Ltd,64,High
GreenTech_04723_Ltd,54,High
GreenTech_04724_Ltd,55,High
GreenTech_04725_Ltd,74,Medium
GreenTech_04726_Ltd,89,Low
GreenTech_04727_Ltd,78,Medium
GreenTech_04728_Ltd,56,High
GreenTech_04729_Ltd,89,Low
GreenTech_04730_Ltd,62,High
GreenTech_04731_Ltd,87,Low
GreenTech_04732_Ltd,67,Medium
GreenTech_04733_Ltd,51,High
GreenTech_04734_Ltd,57,High
GreenTech_04735_Ltd,60,High
GreenTech_04736_Ltd,82,Low
GreenTech_04737_Ltd,87,Low
GreenTech_04738_Ltd,76,Medium
GreenTech_04739_Ltd,69,Medium
GreenTech_04740_Ltd,61,High
GreenTech_04741_Ltd,92,Low
GreenTech_04742_Ltd,80,Medium
GreenTech_04743_Ltd,76,Medium
GreenTech_04744_Ltd,81,Low
GreenTech_04745_Ltd,59,High
GreenTech_04746_Ltd,52,High
GreenTech_04747_Ltd,94,Low
GreenTech_04748_Ltd,76,Medium
GreenTech_04749_Ltd,84,Low
GreenTech_04750_Ltd,80,Medium
GreenTech_04751_Ltd,64,High
GreenTech_04752_Ltd,65,High
GreenTech_04753_Ltd,62,High
GreenTech_04754_Ltd,84,Low
GreenTech_04755_Ltd,60,High
GreenTech_04756_Ltd,70,Medium
GreenTech_04757_Ltd,60,High
GreenTech_04758_Ltd,79,Medium
GreenTech_04759_Ltd,84,Low
GreenTech_04760_Ltd,71,Medium
GreenTech_04761_Ltd,87,Low
GreenTech_04762_Ltd,80,Medium
GreenTech_04763_Ltd,63,High
GreenTech_04764_Ltd,73,Medium
GreenTech_04765_Ltd,81,Low
GreenTech_04766_Ltd,85,Low
GreenTech_04767_Ltd,81,Low
GreenTech_04768_Ltd,64,High
GreenTech_04769_Ltd,92,Low
GreenTech_04770_Ltd,84,Low
GreenTech_04771_Ltd,52,High
GreenTech_04772_Ltd,65,High
GreenTech_04773_Ltd,54,High
GreenTech_04774_Ltd,70,Medium
GreenTech_04775_Ltd,59,High
GreenTech_04776_Ltd,68,Medium
GreenTech_04777_Ltd,74,Medium
GreenTech_04778_Ltd,53,High
GreenTech_04779_Ltd,78,Medium
GreenTech_04780_Ltd,68,Medium
GreenTech_04781_Ltd,92,Low
GreenTech_04782_Ltd,51,High
GreenTech_04783_Ltd,59,High
GreenTech_04784_Ltd,92,Low
GreenTech_04785_Ltd,74,Medium
GreenTech_04786_Ltd,69,Medium
GreenTech_04787_Ltd,68,Medium
GreenTech_04788_Ltd,72,Medium
GreenTech_04789_Ltd,73,Medium
GreenTech_04790_Ltd,60,High
GreenTech_04791_Ltd,83,Low
GreenTech_04792_Ltd,77,Medium
GreenTech_04793_Ltd,54,High
GreenTech_04794_Ltd,54,High
GreenTech_04795_Ltd,70,Medium
GreenTech_04796_Ltd,61,High
GreenTech_04797_Ltd,53,High
GreenTech_04798_Ltd,91,Low
GreenTech_04799_Ltd,69,Medium
GreenTech_04800_Ltd,87,Low
GreenTech_04801_Ltd,74,Medium
GreenTech_04802_Ltd,63,High
GreenTech_04803_Ltd,60,High
GreenTech_04804_Ltd,81,Low
GreenTech_04805_Ltd,60,High
GreenTech_04806_Ltd,67,Medium
GreenTech_04807_Ltd,76,Medium
GreenTech_04808_Ltd,67,Medium
GreenTech_04809_Ltd,72,Medium
GreenTech_04810_Ltd,60,High
GreenTech_04811_Ltd,70,Medium
GreenTech_04812_Ltd,93,Low
GreenTech_04813_Ltd,54,High
GreenTech_04814_Ltd,72,Medium
GreenTech_04815_Ltd,90,Low
GreenTech_04816_Ltd,74,Medium
GreenTech_04817_Ltd,90,Low
GreenTech_04818_Ltd,59,High
GreenTech_04819_Ltd,71,Medium
GreenTech_04820_Ltd,68,Medium
GreenTech_04821_Ltd,50,High
GreenTech_04822_Ltd,56,High
GreenTech_04823_Ltd,53,High
GreenTech_04824_Ltd,50,High
GreenTech_04825_Ltd,64,High
GreenTech_04826_Ltd,89,Low
GreenTech_04827_Ltd,61,High
GreenTech_04828_Ltd,71,Medium
GreenTech_04829_Ltd,71,Medium
GreenTech_04830_Ltd,66,Medium
GreenTech_04831_Ltd,78,Medium
GreenTech_04832_Ltd,63,High
GreenTech_04833_Ltd,69,Medium
GreenTech_04834_Ltd,82,Low
GreenTech_04835_Ltd,92,Low
GreenTech_04836_Ltd,64,High
GreenTech_04837_Ltd,61,High
GreenTech_04838_Ltd,89,Low
GreenTech_04839_Ltd,69,Medium
GreenTech_04840_Ltd,79,Medium
GreenTech_04841_Ltd,87,Low
GreenTech_04842_Ltd,52,High
GreenTech_04843_Ltd,77,Medium
GreenTech_04844_Ltd,75,Medium
GreenTech_04845_Ltd,79,Medium
GreenTech_04846_Ltd,62,High
GreenTech_04847_Ltd,62,High
GreenTech_04848_Ltd,51,High
GreenTech_04849_Ltd,86,Low
GreenTech_04850_Ltd,87,Low
GreenTech_04851_Ltd,51,High
GreenTech_04852_Ltd,85,Low
GreenTech_04853_Ltd,75,Medium
GreenTech_04854_Ltd,60,High
GreenTech_04855_Ltd,57,High
GreenTech_04856_Ltd,93,Low
GreenTech_04857_Ltd,89,Low
GreenTech_04858_Ltd,92,Low
GreenTech_04859_Ltd,71,Medium
GreenTech_04860_Ltd,69,Medium
GreenTech_04861_Ltd,57,High
GreenTech_04862_Ltd,78,Medium
GreenTech_04863_Ltd,89,Low
GreenTech_04864_Ltd,75,Medium
GreenTech_04865_Ltd,79,Medium
GreenTech_04866_Ltd,66,Medium
GreenTech_04867_Ltd,69,Medium
GreenTech_04868_Ltd,65,High
GreenTech_04869_Ltd,92,Low
GreenTech_04870_Ltd,56,High
GreenTech_04871_Ltd,65,High
GreenTech_04872_Ltd,94,Low
GreenTech_04873_Ltd,76,Medium
GreenTech_04874_Ltd,72,Medium
GreenTech_04875_Ltd,73,Medium
GreenTech_04876_Ltd,58,High
GreenTech_04877_Ltd,84,Low
GreenTech_04878_Ltd,69,Medium
GreenTech_04879_Ltd,86,Low
GreenTech_04880_Ltd,91,Low
GreenTech_04881_Ltd,66,Medium
GreenTech_04882_Ltd,80,Medium
GreenTech_04883_Ltd,57,High
GreenTech_04884_Ltd,64,High
GreenTech_04885_Ltd,80,Medium
GreenTech_04886_Ltd,79,Medium
GreenTech_04887_Ltd,69,Medium
GreenTech_04888_Ltd,88,Low
GreenTech_04889_Ltd,61,High
GreenTech_04890_Ltd,66,Medium
GreenTech_04891_Ltd,91,Low
GreenTech_04892_Ltd,79,Medium
GreenTech_04893_Ltd,78,Medium
GreenTech_04894_Ltd,68,Medium
GreenTech_04895_Ltd,60,High
GreenTech_04896_Ltd,83,Low
GreenTech_04897_Ltd,56,High
GreenTech_04898_Ltd,93,Low
GreenTech_04899_Ltd,83,Low
GreenTech_04900_Ltd,69,Medium
GreenTech_04901_Ltd,87,Low
GreenTech_04902_Ltd,73,Medium
GreenTech_04903_Ltd,59,High
GreenTech_04904_Ltd,81,Low
GreenTech_04905_Ltd,64,High
GreenTech_04906_Ltd,86,Low
GreenTech_04907_Ltd,69,Medium
GreenTech_04908_Ltd,52,High
GreenTech_04909_Ltd,86,Low
GreenTech_04910_Ltd,89,Low
GreenTech_04911_Ltd,57,High
GreenTech_04912_Ltd,89,Low
GreenTech_04913_Ltd,93,Low
GreenTech_04914_Ltd,72,Medium
GreenTech_04915_Ltd,89,Low
GreenTech_04916_Ltd,60,High
GreenTech_04917_Ltd,57,High
GreenTech_04918_Ltd,78,Medium
GreenTech_04919_Ltd,79,Medium
GreenTech_04920_Ltd,59,High
GreenTech_04921_Ltd,88,Low
GreenTech_04922_Ltd,77,Medium
GreenTech_04923_Ltd,85,Low
GreenTech_04924_Ltd,62,High
GreenTech_04925_Ltd,81,Low
GreenTech_04926_Ltd,85,Low
GreenTech_04927_Ltd,86,Low
GreenTech_04928_Ltd,75,Medium
GreenTech_04929_Ltd,71,Medium
GreenTech_04930_Ltd,53,High
GreenTech_04931_Ltd,80,Medium
GreenTech_04932_Ltd,67,Medium
GreenTech_04933_Ltd,87,Low
GreenTech_04934_Ltd,73,Medium
GreenTech_04935_Ltd,72,Medium
GreenTech_04936_Ltd,71,Medium
GreenTech_04937_Ltd,51,High
GreenTech_04938_Ltd,80,Medium
GreenTech_04939_Ltd,60,High
GreenTech_04940_Ltd,77,Medium
GreenTech_04941_Ltd,81,Low
GreenTech_04942_Ltd,54,High
GreenTech_04943_Ltd,87,Low
GreenTech_04944_Ltd,59,High
GreenTech_04945_Ltd,89,Low
GreenTech_04946_Ltd,73,Medium
GreenTech_04947_Ltd,84,Low
GreenTech_04948_Ltd,93,Low
GreenTech_04949_Ltd,72,Medium
GreenTech_04950_Ltd,66,Medium
GreenTech_04951_Ltd,50,High
GreenTech_04952_Ltd,80,Medium
GreenTech_04953_Ltd,80,Medium
GreenTech_04954_Ltd,91,Low
GreenTech_04955_Ltd,91,Low
GreenTech_04956_Ltd,83,Low
GreenTech_04957_Ltd,58,High
GreenTech_04958_Ltd,71,Medium
GreenTech_04959_Ltd,62,High
GreenTech_04960_Ltd,74,Medium
GreenTech_04961_Ltd,67,Medium
GreenTech_04962_Ltd,61,High
GreenTech_04963_Ltd,89,Low
GreenTech_04964_Ltd,66,Medium
GreenTech_04965_Ltd,64,High
GreenTech_04966_Ltd,91,Low
GreenTech_04967_Ltd,64,High
GreenTech_04968_Ltd,64,High
GreenTech_04969_Ltd,88,Low
GreenTech_04970_Ltd,62,High
GreenTech_04971_Ltd,66,Medium
GreenTech_04972_Ltd,81,Low
GreenTech_04973_Ltd,58,High
GreenTech_04974_Ltd,89,Low
GreenTech_04975_Ltd,69,Medium
GreenTech_04976_Ltd,75,Medium
GreenTech_04977_Ltd,76,Medium
GreenTech_04978_Ltd,70,Medium
GreenTech_04979_Ltd,67,Medium
GreenTech_04980_Ltd,62,High
GreenTech_04981_Ltd,65,High
GreenTech_04982_Ltd,58,High
GreenTech_04983_Ltd,61,High
GreenTech_04984_Ltd,93,Low
GreenTech_04985_Ltd,87,Low
GreenTech_04986_Ltd,68,Medium
GreenTech_04987_Ltd,56,High
GreenTech_04988_Ltd,84,Low
GreenTech_04989_Ltd,67,Medium
GreenTech_04990_Ltd,65,High
GreenTech_04991_Ltd,88,Low
GreenTech_04992_Ltd,53,High
GreenTech_04993_Ltd,74,Medium
GreenTech_04994_Ltd,81,Low
GreenTech_04995_Ltd,89,Low
GreenTech_04996_Ltd,62,High
GreenTech_04997_Ltd,94,Low
GreenTech_04998_Ltd,66,Medium
GreenTech_04999_Ltd,86,Low
GreenTech_05000_Ltd,55,High
GreenTech_05001_Ltd,68,Medium
GreenTech_05002_Ltd,62,High
GreenTech_05003_Ltd,75,Medium
GreenTech_05004_Ltd,63,High
GreenTech_05005_Ltd,80,Medium
GreenTech_05006_Ltd,53,High
GreenTech_05007_Ltd,88,Low
GreenTech_05008_Ltd,57,High
GreenTech_05009_Ltd,74,Medium
GreenTech_05010_Ltd,62,High
GreenTech_05011_Ltd,81,Low
GreenTech_05012_Ltd,87,Low
GreenTech_05013_Ltd,87,Low
GreenTech_05014_Ltd,77,Medium
GreenTech_05015_Ltd,79,Medium
GreenTech_05016_Ltd,52,High
GreenTech_05017_Ltd,77,Medium
GreenTech_05018_Ltd,52,High
GreenTech_05019_Ltd,94,Low
GreenTech_05020_Ltd,83,Low
GreenTech_05021_Ltd,65,High
GreenTech_05022_Ltd,71,Medium
GreenTech_05023_Ltd,81,Low
GreenTech_05024_Ltd,87,Low
GreenTech_05025_Ltd,57,High
GreenTech_05026_Ltd,57,High
GreenTech_05027_Ltd,55,High
GreenTech_05028_Ltd,63,High
GreenTech_05029_Ltd,81,Low
GreenTech_05030_Ltd,84,Low
GreenTech_05031_Ltd,59,High
GreenTech_05032_Ltd,52,High
GreenTech_05033_Ltd,61,High
GreenTech_05034_Ltd,80,Medium
GreenTech_05035_Ltd,78,Medium
GreenTech_05036_Ltd,54,High
GreenTech_05037_Ltd,74,Medium
GreenTech_05038_Ltd,90,Low
GreenTech_05039_Ltd,80,Medium
GreenTech_05040_Ltd,70,Medium
GreenTech_05041_Ltd,69,Medium
GreenTech_05042_Ltd,88,Low
GreenTech_05043_Ltd,71,Medium
GreenTech_05044_Ltd,53,High
GreenTech_05045_Ltd,62,High
GreenTech_05046_Ltd,94,Low
GreenTech_05047_Ltd,91,Low
GreenTech_05048_Ltd,69,Medium
GreenTech_05049_Ltd,62,High
GreenTech_05050_Ltd,66,Medium
GreenTech_05051_Ltd,85,Low
GreenTech_05052_Ltd,82,Low
GreenTech_05053_Ltd,50,High
GreenTech_05054_Ltd,64,High
GreenTech_05055_Ltd,62,High
GreenTech_05056_Ltd,66,Medium
GreenTech_05057_Ltd,73,Medium
GreenTech_05058_Ltd,57,High
GreenTech_05059_Ltd,76,Medium
GreenTech_05060_Ltd,94,Low
GreenTech_05061_Ltd,72,Medium
GreenTech_05062_Ltd,57,High
GreenTech_05063_Ltd,57,High
GreenTech_05064_Ltd,75,Medium
GreenTech_05065_Ltd,62,High
GreenTech_05066_Ltd,88,Low
GreenTech_05067_Ltd,86,Low
GreenTech_05068_Ltd,77,Medium
GreenTech_05069_Ltd,74,Medium
GreenTech_05070_Ltd,65,High
GreenTech_05071_Ltd,51,High
GreenTech_05072_Ltd,67,Medium
GreenTech_05073_Ltd,66,Medium
GreenTech_05074_Ltd,79,Medium
GreenTech_05075_Ltd,88,Low
GreenTech_05076_Ltd,62,High
GreenTech_05077_Ltd,81,Low
GreenTech_05078_Ltd,78,Medium
GreenTech_05079_Ltd,79,Medium
GreenTech_05080_Ltd,67,Medium
GreenTech_05081_Ltd,62,High
GreenTech_05082_Ltd,92,Low
GreenTech_05083_Ltd,70,Medium
GreenTech_05084_Ltd,79,Medium
GreenTech_05085_Ltd,70,Medium
GreenTech_05086_Ltd,66,Medium
GreenTech_05087_Ltd,89,Low
GreenTech_05088_Ltd,68,Medium
GreenTech_05089_Ltd,64,High
GreenTech_05090_Ltd,58,High
GreenTech_05091_Ltd,59,High
GreenTech_05092_Ltd,93,Low
GreenTech_05093_Ltd,80,Medium
GreenTech_05094_Ltd,72,Medium
GreenTech_05095_Ltd,79,Medium
GreenTech_05096_Ltd,82,Low
GreenTech_05097_Ltd,58,High
GreenTech_05098_Ltd,50,High
GreenTech_05099_Ltd,93,Low
GreenTech_05100_Ltd,84,Low
GreenTech_05101_Ltd,60,High
GreenTech_05102_Ltd,83,Low
GreenTech_05103_Ltd,65,High
GreenTech_05104_Ltd,58,High
GreenTech_05105_Ltd,81,Low
GreenTech_05106_Ltd,64,High
GreenTech_05107_Ltd,61,High
GreenTech_05108_Ltd,82,Low
GreenTech_05109_Ltd,94,Low
GreenTech_05110_Ltd,63,High
GreenTech_05111_Ltd,57,High
GreenTech_05112_Ltd,57,High
GreenTech_05113_Ltd,76,Medium
GreenTech_05114_Ltd,61,High
GreenTech_05115_Ltd,50,High
GreenTech_05116_Ltd,92,Low
GreenTech_05117_Ltd,89,Low
GreenTech_05118_Ltd,91,Low
GreenTech_05119_Ltd,60,High
GreenTech_05120_Ltd,88,Low
GreenTech_05121_Ltd,92,Low
GreenTech_05122_Ltd,80,Medium
GreenTech_05123_Ltd,66,Medium
GreenTech_05124_Ltd,82,Low
GreenTech_05125_Ltd,81,Low
GreenTech_05126_Ltd,78,Medium
GreenTech_05127_Ltd,70,Medium
GreenTech_05128_Ltd,70,Medium
GreenTech_05129_Ltd,89,Low
GreenTech_05130_Ltd,72,Medium
GreenTech_05131_Ltd,55,High
GreenTech_05132_Ltd,71,Medium
GreenTech_05133_Ltd,87,Low
GreenTech_05134_Ltd,86,Low
GreenTech_05135_Ltd,94,Low
GreenTech_05136_Ltd,57,High
GreenTech_05137_Ltd,90,Low
GreenTech_05138_Ltd,84,Low
GreenTech_05139_Ltd,60,High
GreenTech_05140_Ltd,73,Medium
GreenTech_05141_Ltd,70,Medium
GreenTech_05142_Ltd,51,High
GreenTech_05143_Ltd,89,Low
GreenTech_05144_Ltd,68,Medium
GreenTech_05145_Ltd,88,Low
GreenTech_05146_Ltd,77,Medium
GreenTech_05147_Ltd,66,Medium
GreenTech_05148_Ltd,55,High
GreenTech_05149_Ltd,68,Medium
GreenTech_05150_Ltd,87,Low
GreenTech_05151_Ltd,77,Medium
GreenTech_05152_Ltd,51,High
GreenTech_05153_Ltd,87,Low
GreenTech_05154_Ltd,86,Low
GreenTech_05155_Ltd,53,High
GreenTech_05156_Ltd,71,Medium
GreenTech_05157_Ltd,75,Medium
GreenTech_05158_Ltd,92,Low
GreenTech_05159_Ltd,85,Low
GreenTech_05160_Ltd,62,High
GreenTech_05161_Ltd,81,Low
GreenTech_05162_Ltd,66,Medium
GreenTech_05163_Ltd,90,Low
GreenTech_05164_Ltd,85,Low
GreenTech_05165_Ltd,68,Medium
GreenTech_05166_Ltd,84,Low
GreenTech_05167_Ltd,89,Low
GreenTech_05168_Ltd,77,Medium
GreenTech_05169_Ltd,50,High
GreenTech_05170_Ltd,91,Low
GreenTech_05171_Ltd,67,Medium
GreenTech_05172_Ltd,89,Low
GreenTech_05173_Ltd,82,Low
GreenTech_05174_Ltd,61,High
GreenTech_05175_Ltd,57,High
GreenTech_05176_Ltd,73,Medium
GreenTech_05177_Ltd,65,High
GreenTech_05178_Ltd,53,High
GreenTech_05179_Ltd,87,Low
GreenTech_05180_Ltd,93,Low
GreenTech_05181_Ltd,76,Medium
GreenTech_05182_Ltd,58,High
GreenTech_05183_Ltd,65,High
GreenTech_05184_Ltd,61,High
GreenTech_05185_Ltd,80,Medium
GreenTech_05186_Ltd,73,Medium
GreenTech_05187_Ltd,63,High
GreenTech_05188_Ltd,94,Low
GreenTech_05189_Ltd,74,Medium
GreenTech_05190_Ltd,83,Low
GreenTech_05191_Ltd,52,High
GreenTech_05192_Ltd,73,Medium
GreenTech_05193_Ltd,91,Low
GreenTech_05194_Ltd,58,High
GreenTech_05195_Ltd,75,Medium
GreenTech_05196_Ltd,69,Medium
GreenTech_05197_Ltd,89,Low
GreenTech_05198_Ltd,59,High
GreenTech_05199_Ltd,68,Medium
GreenTech_05200_Ltd,52,High
GreenTech_05201_Ltd,73,Medium
GreenTech_05202_Ltd,54,High
GreenTech_05203_Ltd,52,High
GreenTech_05204_Ltd,76,Medium
GreenTech_05205_Ltd,65,High
GreenTech_05206_Ltd,64,High
GreenTech_05207_Ltd,84,Low
GreenTech_05208_Ltd,61,High
GreenTech_05209_Ltd,90,Low
GreenTech_05210_Ltd,93,Low
GreenTech_05211_Ltd,75,Medium
GreenTech_05212_Ltd,83,Low
GreenTech_05213_Ltd,72,Medium
GreenTech_05214_Ltd,80,Medium
GreenTech_05215_Ltd,69,Medium
GreenTech_05216_Ltd,61,High
GreenTech_05217_Ltd,72,Medium
GreenTech_05218_Ltd,53,High
GreenTech_05219_Ltd,72,Medium
GreenTech_05220_Ltd,50,High
GreenTech_05221_Ltd,74,Medium
GreenTech_05222_Ltd,51,High
GreenTech_05223_Ltd,79,Medium
GreenTech_05224_Ltd,52,High
GreenTech_05225_Ltd,70,Medium
GreenTech_05226_Ltd,74,Medium
GreenTech_05227_Ltd,69,Medium
GreenTech_05228_Ltd,71,Medium
GreenTech_05229_Ltd,70,Medium
GreenTech_05230_Ltd,82,Low
GreenTech_05231_Ltd,87,Low
GreenTech_05232_Ltd,64,High
GreenTech_05233_Ltd,64,High
GreenTech_05234_Ltd,74,Medium
GreenTech_05235_Ltd,70,Medium
GreenTech_05236_Ltd,73,Medium
GreenTech_05237_Ltd,54,High
GreenTech_05238_Ltd,55,High
GreenTech_05239_Ltd,92,Low
GreenTech_05240_Ltd,93,Low
GreenTech_05241_Ltd,72,Medium
GreenTech_05242_Ltd,53,High
GreenTech_05243_Ltd,76,Medium
GreenTech_05244_Ltd,67,Medium
GreenTech_05245_Ltd,70,Medium
GreenTech_05246_Ltd,77,Medium
GreenTech_05247_Ltd,84,Low
GreenTech_05248_Ltd,71,Medium
GreenTech_05249_Ltd,89,Low
GreenTech_05250_Ltd,72,Medium
GreenTech_05251_Ltd,52,High
GreenTech_05252_Ltd,89,Low
GreenTech_05253_Ltd,59,High
GreenTech_05254_Ltd,74,Medium
GreenTech_05255_Ltd,57,High
GreenTech_05256_Ltd,60,High
GreenTech_05257_Ltd,54,High
GreenTech_05258_Ltd,94,Low
GreenTech_05259_Ltd,86,Low
GreenTech_05260_Ltd,94,Low
GreenTech_05261_Ltd,87,Low
GreenTech_05262_Ltd,78,Medium
GreenTech_05263_Ltd,54,High
GreenTech_05264_Ltd,58,High
GreenTech_05265_Ltd,51,High
GreenTech_05266_Ltd,50,High
GreenTech_05267_Ltd,89,Low
GreenTech_05268_Ltd,79,Medium
GreenTech_05269_Ltd,60,High
GreenTech_05270_Ltd,77,Medium
GreenTech_05271_Ltd,93,Low
GreenTech_05272_Ltd,61,High
GreenTech_05273_Ltd,88,Low
GreenTech_05274_Ltd,75,Medium
GreenTech_05275_Ltd,62,High
GreenTech_05276_Ltd,57,High
GreenTech_05277_Ltd,77,Medium
GreenTech_05278_Ltd,79,Medium
GreenTech_05279_Ltd,58,High
GreenTech_05280_Ltd,88,Low
GreenTech_05281_Ltd,80,Medium
GreenTech_05282_Ltd,70,Medium
GreenTech_05283_Ltd,83,Low
GreenTech_05284_Ltd,80,Medium
GreenTech_05285_Ltd,74,Medium
GreenTech_05286_Ltd,61,High
