Project_ID,Year,CO2_Reduction_Tons
P108216,2024,2567
P108217,2023,1614
P108218,2020,2010
P108219,2020,1338
P108220,2019,225
P108221,2019,217
P108222,2022,361
P108223,2021,2103
P108224,2021,616
P108225,2021,1795
P108226,2020,316
P108227,2020,2704
P108228,2019,3700
P108229,2021,850
P108230,2020,1498
P108231,2018,2138
P108232,2018,3768
P108233,2020,99
P108234,2021,3902
P108235,2019,3756
P108236,2021,617
P108237,2019,2830
P108238,2023,678
P108239,2021,1133
P108240,2021,1606
P108241,2023,3522
P108242,2018,989
P108243,2024,3513
P108244,2023,762
P108245,2024,2369
P108246,2020,2883
P108247,2021,855
P108248,2022,3710
P108249,2019,4819
P108250,2021,3858
P108251,2019,483
P108252,2018,1218
P108253,2024,2083
P108254,2020,3750
P108255,2019,2227
P108256,2018,4445
P108257,2019,4840
P108258,2023,2720
P108259,2018,1006
P108260,2021,1402
P108261,2023,2760
P108262,2018,2334
P108263,2023,2850
P108264,2018,1909
P108265,2022,1238
P108266,2023,2573
P108267,2020,2122
P108268,2018,1105
P108269,2018,3555
P108270,2021,4625
P108271,2020,4166
P108272,2018,1123
P108273,2019,1092
P108274,2021,4795
P108275,2022,4923
P108276,2024,453
P108277,2019,2323
P108278,2020,1913
P108279,2024,2702
P108280,2021,185
P108281,2019,1330
P108282,2018,2211
P108283,2022,3020
P108284,2022,425
P108285,2022,4343
P108286,2024,2193
P108287,2020,3101
P108288,2023,2410
P108289,2024,536
P108290,2023,3338
P108291,2023,4083
P108292,2024,2010
P108293,2022,896
P108294,2020,1066
P108295,2021,736
P108296,2024,773
P108297,2021,972
P108298,2020,2845
P108299,2022,2253
P108300,2022,4359
P108301,2020,4307
P108302,2021,3893
P108303,2024,2896
P108304,2019,4596
P108305,2023,3191
P108306,2024,1450
P108307,2022,95
P108308,2024,2584
P108309,2021,2934
P108310,2023,1307
P108311,2019,1064
P108312,2022,4753
P108313,2019,2479
P108314,2024,3518
P108315,2018,4462
P108316,2023,3579
P108317,2020,1929
P108318,2023,4094
P108319,2024,1249
P108320,2024,344
P108321,2021,4352
P108322,2019,3498
P108323,2022,2968
P108324,2020,3027
P108325,2019,393
P108326,2024,1395
P108327,2023,3740
P108328,2023,1360
P108329,2023,464
P108330,2022,4364
P108331,2020,861
P108332,2018,3542
P108333,2022,4424
P108334,2018,1633
P108335,2019,3694
P108336,2018,3534
P108337,2022,2973
P108338,2020,4253
P108339,2024,1329
P108340,2019,1237
P108341,2018,4244
P108342,2019,4325
P108343,2023,1078
P108344,2020,2566
P108345,2022,848
P108346,2023,4608
P108347,2018,2810
P108348,2023,772
P108349,2023,3634
P108350,2022,3306
P108351,2022,2817
P108352,2018,1461
P108353,2022,1274
P108354,2018,2975
P108355,2018,4914
P108356,2022,1087
P108357,2019,3699
P108358,2024,4121
P108359,2019,3297
P108360,2019,4130
P108361,2024,1747
P108362,2021,2337
P108363,2022,263
P108364,2020,1693
P108365,2019,3942
P108366,2021,2777
P108367,2022,1063
P108368,2020,640
P108369,2021,2949
P108370,2022,1075
P108371,2021,2016
P108372,2018,1870
P108373,2024,4037
P108374,2018,4508
P108375,2023,4525
P108376,2018,3545
P108377,2022,827
P108378,2021,1691
P108379,2020,4161
P108380,2021,4038
P108381,2020,2694
P108382,2023,2679
P108383,2023,155
P108384,2019,3876
P108385,2023,2314
P108386,2018,1550
P108387,2018,699
P108388,2022,1734
P108389,2019,1829
P108390,2020,85
P108391,2020,2142
P108392,2020,1185
P108393,2020,3183
P108394,2020,1628
P108395,2021,1378
P108396,2021,4975
P108397,2023,3199
P108398,2024,543
P108399,2021,4755
P108400,2023,1456
P108401,2022,2760
P108402,2021,2833
P108403,2019,1187
P108404,2024,3859
P108405,2019,1502
P108406,2021,1461
P108407,2019,1589
P108408,2022,264
P108409,2024,3792
P108410,2024,1436
P108411,2023,4910
P108412,2018,3171
P108413,2019,1171
P108414,2024,2277
P108415,2021,1084
P108416,2018,4693
P108417,2020,499
P108418,2023,3612
P108419,2023,3063
P108420,2024,2385
P108421,2023,383
P108422,2020,3989
P108423,2018,4677
P108424,2018,3761
P108425,2020,2058
P108426,2021,3522
P108427,2023,2658
P108428,2022,3694
P108429,2023,2714
P108430,2019,2737
P108431,2019,4730
P108432,2024,3875
P108433,2021,4423
P108434,2021,1007
P108435,2023,2004
P108436,2020,3699
P108437,2022,4350
P108438,2018,998
P108439,2021,3827
P108440,2024,3506
P108441,2024,1706
P108442,2018,3036
P108443,2021,4264
P108444,2024,3871
P108445,2020,2986
P108446,2021,3792
P108447,2022,945
P108448,2024,4740
P108449,2020,2317
P108450,2018,2172
P108451,2023,4031
P108452,2018,2263
P108453,2019,401
P108454,2023,3408
P108455,2018,2133
P108456,2021,4657
P108457,2023,3631
P108458,2023,3759
P108459,2022,3746
P108460,2021,4970
P108461,2022,408
P108462,2019,1991
P108463,2024,4983
P108464,2022,3068
P108465,2021,787
P108466,2021,690
P108467,2022,2091
P108468,2022,747
P108469,2019,4382
P108470,2019,1621
P108471,2022,1558
P108472,2018,2077
P108473,2018,4048
P108474,2021,2798
P108475,2023,2101
P108476,2019,3180
P108477,2020,4480
P108478,2024,4567
P108479,2023,4784
P108480,2022,3380
P108481,2018,4430
P108482,2021,4976
P108483,2018,3253
P108484,2019,2042
P108485,2021,3920
P108486,2019,1420
P108487,2020,1203
P108488,2023,3155
P108489,2021,2994
P108490,2022,3296
P108491,2020,3214
P108492,2021,4053
P108493,2020,1768
P108494,2023,3962
P108495,2022,1148
P108496,2022,1532
P108497,2020,4370
P108498,2020,2428
P108499,2018,661
P108500,2019,2023
P108501,2020,3475
P108502,2020,275
P108503,2023,1369
P108504,2018,1450
P108505,2020,4140
P108506,2021,646
P108507,2018,347
P108508,2020,1521
P108509,2018,4451
P108510,2024,546
P108511,2023,4349
P108512,2018,2567
P108513,2022,2451
P108514,2024,1149
P108515,2024,743
P108516,2022,121
P108517,2024,2168
P108518,2023,3015
P108519,2024,625
P108520,2019,4301
P108521,2019,1502
P108522,2022,2173
P108523,2022,3937
P108524,2021,1236
P108525,2020,1352
P108526,2019,2082
P108527,2022,2241
P108528,2024,3245
P108529,2019,4120
P108530,2018,3511
P108531,2023,3794
P108532,2021,1803
P108533,2022,4986
P108534,2024,141
P108535,2018,1277
P108536,2023,2033
P108537,2022,793
P108538,2018,4952
P108539,2024,3512
P108540,2022,2803
P108541,2023,2049
P108542,2019,815
P108543,2021,2070
P108544,2022,1200
P108545,2020,463
P108546,2021,2927
P108547,2018,1688
P108548,2018,3299
P108549,2020,4600
P108550,2021,151
P108551,2023,1300
P108552,2020,4396
P108553,2022,681
P108554,2024,4791
P108555,2021,2854
P108556,2020,4073
P108557,2018,565
P108558,2024,3470
P108559,2021,4762
P108560,2018,2849
P108561,2022,4805
P108562,2020,4505
P108563,2020,4157
P108564,2020,919
P108565,2021,1111
P108566,2023,3926
P108567,2019,1000
P108568,2024,2353
P108569,2018,3681
P108570,2019,758
P108571,2021,1055
P108572,2020,4063
P108573,2024,3000
P108574,2019,3226
P108575,2021,4809
P108576,2019,3637
P108577,2018,1425
P108578,2024,730
P108579,2020,3872
P108580,2019,3979
P108581,2021,3154
P108582,2023,2076
P108583,2020,4676
P108584,2021,1397
P108585,2022,4095
P108586,2024,3271
P108587,2023,4807
P108588,2023,349
P108589,2021,2416
P108590,2020,3274
P108591,2019,284
P108592,2018,1419
P108593,2019,111
P108594,2024,169
P108595,2021,4920
P108596,2023,1365
P108597,2018,1965
P108598,2020,4169
P108599,2022,962
P108600,2019,2534
P108601,2020,2052
P108602,2021,2893
P108603,2023,1531
P108604,2021,4997
P108605,2021,2688
P108606,2023,1576
P108607,2019,2826
P108608,2021,1133
P108609,2020,1175
P108610,2024,4565
P108611,2019,2441
P108612,2021,3048
P108613,2021,4477
P108614,2019,763
P108615,2018,4665
P108616,2020,3149
P108617,2018,2281
P108618,2019,3826
P108619,2021,2943
P108620,2024,1173
P108621,2020,3641
P108622,2024,4256
P108623,2019,2861
P108624,2019,4864
P108625,2022,1884
P108626,2023,2523
P108627,2020,4024
P108628,2023,1373
P108629,2018,527
P108630,2019,352
P108631,2020,1329
P108632,2022,2496
P108633,2019,983
P108634,2024,2560
P108635,2019,578
P108636,2023,4222
P108637,2021,1985
P108638,2019,1490
P108639,2020,817
P108640,2019,1435
P108641,2018,3279
P108642,2022,4655
P108643,2024,2283
P108644,2019,4496
P108645,2024,2806
P108646,2024,2984
P108647,2023,2644
P108648,2021,2832
P108649,2019,2446
P108650,2023,4299
P108651,2023,4707
P108652,2020,1588
P108653,2020,1981
P108654,2024,1294
P108655,2022,3998
P108656,2023,2728
P108657,2019,357
P108658,2019,3611
P108659,2018,377
P108660,2024,614
P108661,2020,3105
P108662,2023,3793
P108663,2019,4094
P108664,2023,4323
P108665,2019,1158
P108666,2018,3145
P108667,2024,1921
P108668,2018,1020
P108669,2022,1686
P108670,2018,120
P108671,2024,4975
P108672,2022,448
P108673,2019,2973
P108674,2019,829
P108675,2023,557
P108676,2019,50
P108677,2018,2591
P108678,2018,3682
P108679,2022,2845
P108680,2020,2256
P108681,2024,1913
P108682,2024,775
P108683,2024,1650
P108684,2020,2046
P108685,2023,3341
P108686,2021,4381
P108687,2022,1378
P108688,2024,1206
P108689,2020,973
P108690,2018,4062
P108691,2018,3413
P108692,2020,1998
P108693,2024,3556
P108694,2018,2420
P108695,2018,3073
P108696,2023,644
P108697,2022,276
P108698,2020,56
P108699,2018,2189
P108700,2018,1295
P108701,2018,734
P108702,2023,328
P108703,2021,1818
P108704,2024,2290
P108705,2019,4727
P108706,2024,1388
P108707,2023,564
P108708,2019,2212
P108709,2021,620
P108710,2018,2068
P108711,2019,2723
P108712,2024,804
P108713,2021,1869
P108714,2024,2393
P108715,2023,517
P108716,2024,2388
P108717,2018,4847
P108718,2018,1915
P108719,2020,2364
P108720,2018,1108
P108721,2018,1459
P108722,2018,919
P108723,2020,1607
P108724,2021,1865
P108725,2018,3957
P108726,2020,1791
P108727,2024,301
P108728,2021,120
P108729,2018,656
P108730,2021,4528
P108731,2018,3807
P108732,2020,4617
P108733,2023,1508
P108734,2021,4852
P108735,2022,2221
P108736,2020,936
P108737,2019,2075
P108738,2018,1060
P108739,2021,463
P108740,2019,566
P108741,2018,1590
P108742,2020,2271
P108743,2018,262
P108744,2020,1306
P108745,2024,4622
P108746,2020,539
P108747,2023,3829
P108748,2018,3657
P108749,2022,2842
P108750,2019,3402
P108751,2023,128
P108752,2020,3213
P108753,2020,3846
P108754,2018,1873
P108755,2019,3915
P108756,2020,3740
P108757,2021,960
P108758,2019,2171
P108759,2024,491
P108760,2024,2399
P108761,2023,1745
P108762,2019,1112
P108763,2019,804
P108764,2024,4735
P108765,2019,3417
P108766,2021,1167
P108767,2020,708
P108768,2020,661
P108769,2023,1562
P108770,2021,1265
P108771,2018,1580
P108772,2021,1771
P108773,2020,448
P108774,2024,2111
P108775,2020,1148
P108776,2021,321
P108777,2022,1771
P108778,2020,383
P108779,2018,316
P108780,2020,4484
P108781,2023,2780
P108782,2024,1179
P108783,2022,2976
P108784,2019,1209
P108785,2018,4931
P108786,2018,2813
P108787,2024,1061
P108788,2023,3993
P108789,2019,63
P108790,2023,3408
P108791,2021,4811
P108792,2018,2057
P108793,2020,116
P108794,2018,322
P108795,2020,1651
P108796,2020,281
P108797,2022,1226
P108798,2019,3508
P108799,2020,1320
P108800,2023,4785
P108801,2019,3394
P108802,2018,862
P108803,2024,673
P108804,2022,1972
P108805,2023,4728
P108806,2022,1513
P108807,2021,4958
P108808,2023,2946
P108809,2024,4186
P108810,2018,1401
P108811,2021,3854
P108812,2023,4799
P108813,2020,674
P108814,2023,2335
P108815,2020,2097
P108816,2019,2363
P108817,2024,3292
P108818,2019,2689
P108819,2024,184
P108820,2023,2170
P108821,2020,519
P108822,2019,3105
P108823,2019,137
P108824,2024,3634
P108825,2021,4179
P108826,2018,4584
P108827,2019,3851
P108828,2020,4180
P108829,2023,1922
P108830,2021,2849
P108831,2023,1507
P108832,2019,4992
P108833,2020,362
P108834,2018,4901
P108835,2020,2438
P108836,2019,1792
P108837,2021,2735
P108838,2021,1139
P108839,2021,2661
P108840,2022,4510
P108841,2023,824
P108842,2021,4594
P108843,2019,3153
P108844,2019,2900
P108845,2021,765
P108846,2022,604
P108847,2018,283
P108848,2022,3491
P108849,2023,3460
P108850,2022,4397
P108851,2021,1356
P108852,2021,3093
P108853,2024,626
P108854,2019,3670
P108855,2023,1215
P108856,2018,1469
P108857,2023,2046
P108858,2021,2858
P108859,2020,240
P108860,2019,1439
P108861,2019,2074
P108862,2023,2172
P108863,2018,1898
P108864,2020,1419
P108865,2018,378
P108866,2018,1742
P108867,2020,927
P108868,2023,1971
P108869,2019,1655
P108870,2023,3392
P108871,2021,4588
P108872,2022,2564
P108873,2021,4133
P108874,2024,2909
P108875,2021,1007
P108876,2020,4593
P108877,2019,751
P108878,2022,853
P108879,2019,4591
P108880,2020,2065
P108881,2022,4739
P108882,2021,3126
P108883,2019,2724
P108884,2023,3931
P108885,2019,3428
P108886,2021,4188
P108887,2023,4068
P108888,2020,3271
P108889,2022,4430
P108890,2018,585
P108891,2019,1675
P108892,2020,252
P108893,2023,4915
P108894,2022,188
P108895,2021,2643
P108896,2021,4598
P108897,2022,1586
P108898,2023,212
P108899,2023,1281
P108900,2022,2339
P108901,2023,500
P108902,2022,4362
P108903,2020,4114
P108904,2021,1524
P108905,2023,172
P108906,2019,476
P108907,2021,3144
P108908,2018,3527
P108909,2023,921
P108910,2018,491
P108911,2018,1303
P108912,2018,2958
P108913,2023,3206
P108914,2024,4586
P108915,2022,3223
P108916,2024,934
P108917,2021,3118
P108918,2019,2792
P108919,2020,1991
P108920,2024,3285
P108921,2023,4127
P108922,2021,1783
P108923,2020,614
P108924,2024,1567
P108925,2022,2665
P108926,2018,4986
P108927,2019,3888
P108928,2020,2065
P108929,2019,86
P108930,2024,4663
P108931,2022,936
P108932,2022,3623
P108933,2024,748
P108934,2021,4964
P108935,2020,1157
P108936,2021,4189
P108937,2024,3305
P108938,2022,1238
P108939,2024,1379
P108940,2021,513
P108941,2024,2321
P108942,2024,149
P108943,2024,3869
P108944,2020,123
P108945,2022,1855
P108946,2022,3201
P108947,2022,671
P108948,2024,2348
P108949,2020,4973
P108950,2019,550
P108951,2024,4736
P108952,2020,718
P108953,2023,3278
P108954,2021,4381
P108955,2018,3945
P108956,2020,1026
P108957,2022,2329
P108958,2023,2229
P108959,2020,811
P108960,2020,855
P108961,2023,4541
P108962,2024,361
P108963,2020,4089
P108964,2019,1172
P108965,2020,2630
P108966,2024,4833
P108967,2019,3939
P108968,2018,3040
P108969,2019,421
P108970,2021,2059
P108971,2019,2318
P108972,2024,4081
P108973,2020,829
P108974,2020,2994
P108975,2022,2772
P108976,2018,3817
P108977,2018,2844
P108978,2022,709
P108979,2023,3407
P108980,2023,4541
P108981,2024,458
P108982,2020,2162
P108983,2022,2404
P108984,2023,1227
P108985,2024,542
P108986,2024,4910
P108987,2021,2063
P108988,2018,576
P108989,2024,3468
P108990,2021,4263
P108991,2022,1221
P108992,2020,2008
P108993,2019,807
P108994,2020,911
P108995,2019,325
P108996,2023,3449
P108997,2018,3149
P108998,2023,739
P108999,2019,2213
P109000,2018,3322
P109001,2018,3914
P109002,2018,4425
P109003,2023,2096
P109004,2020,2909
P109005,2024,4265
P109006,2020,2197
P109007,2022,1300
P109008,2024,1306
P109009,2024,3296
P109010,2024,2974
P109011,2024,1105
P109012,2018,4438
P109013,2019,2266
P109014,2018,3985
P109015,2024,681
P109016,2019,4374
P109017,2018,536
P109018,2023,1955
P109019,2018,2100
P109020,2024,3842
P109021,2020,4485
P109022,2023,3929
P109023,2022,1454
P109024,2021,365
P109025,2024,3933
P109026,2020,2230
P109027,2024,1569
P109028,2021,818
P109029,2022,1049
P109030,2021,3532
P109031,2021,4698
P109032,2018,1256
P109033,2019,2034
P109034,2022,4534
P109035,2021,754
P109036,2024,702
P109037,2021,3646
P109038,2018,4293
P109039,2020,3230
P109040,2020,165
P109041,2020,581
P109042,2019,2164
P109043,2024,180
P109044,2018,4290
P109045,2024,4643
P109046,2021,4717
P109047,2020,3688
P109048,2024,4824
P109049,2020,1905
P109050,2023,2782
P109051,2023,4317
P109052,2024,4699
P109053,2023,1429
P109054,2024,193
P109055,2023,104
P109056,2023,4797
P109057,2022,97
P109058,2018,3152
P109059,2023,217
P109060,2024,1766
P109061,2024,3234
P109062,2024,4451
P109063,2021,188
P109064,2019,659
P109065,2023,4663
P109066,2023,4926
P109067,2018,4690
P109068,2020,4598
P109069,2022,3163
P109070,2024,2221
P109071,2019,4100
P109072,2024,4434
P109073,2021,3488
P109074,2024,4629
P109075,2024,2422
P109076,2020,461
P109077,2023,1637
P109078,2020,3787
P109079,2018,1880
P109080,2019,3786
P109081,2021,537
P109082,2021,4459
P109083,2024,164
P109084,2024,864
P109085,2018,437
P109086,2024,3656
P109087,2021,2358
P109088,2020,4725
P109089,2022,4645
P109090,2018,2663
P109091,2019,2593
P109092,2023,187
P109093,2024,152
P109094,2019,2055
P109095,2022,2350
P109096,2023,4586
P109097,2018,2840
P109098,2018,3730
P109099,2024,554
P109100,2021,3602
P109101,2018,3974
P109102,2021,4971
P109103,2020,227
P109104,2018,2905
P109105,2022,305
P109106,2023,4364
P109107,2024,1547
P109108,2020,1542
P109109,2020,1416
P109110,2024,4934
P109111,2021,1837
P109112,2020,2503
P109113,2020,633
P109114,2018,3347
P109115,2018,4201
P109116,2018,4900
P109117,2021,771
P109118,2018,4925
P109119,2021,1731
P109120,2022,4109
P109121,2022,4408
P109122,2024,3774
P109123,2024,83
P109124,2024,4875
P109125,2019,368
P109126,2020,2215
P109127,2024,876
P109128,2020,2042
P109129,2019,482
P109130,2022,4199
P109131,2018,1953
P109132,2021,4280
P109133,2019,1225
P109134,2019,2742
P109135,2020,1438
P109136,2019,3636
P109137,2020,4365
P109138,2024,655
P109139,2021,237
P109140,2018,2331
P109141,2022,4859
P109142,2018,1995
P109143,2021,3166
P109144,2021,1065
P109145,2018,4185
P109146,2020,4626
P109147,2024,1286
P109148,2023,334
P109149,2024,2706
P109150,2022,3445
P109151,2021,896
P109152,2023,2208
P109153,2021,1994
P109154,2020,3978
P109155,2023,4714
P109156,2021,1044
P109157,2021,1543
P109158,2018,4002
P109159,2023,3822
P109160,2024,2797
P109161,2020,4899
P109162,2024,798
P109163,2021,2611
P109164,2021,785
P109165,2020,3713
P109166,2021,2993
P109167,2018,1708
P109168,2022,3908
P109169,2020,4493
P109170,2023,4981
P109171,2019,2642
P109172,2024,2919
P109173,2018,4312
P109174,2023,3834
P109175,2018,4579
P109176,2019,2399
P109177,2024,1297
P109178,2021,1387
P109179,2019,2917
P109180,2023,1204
P109181,2019,2498
P109182,2023,4018
P109183,2020,954
P109184,2019,3329
P109185,2018,1963
P109186,2020,1512
P109187,2023,4074
P109188,2020,1063
P109189,2020,2594
P109190,2023,2895
P109191,2022,755
P109192,2022,2318
P109193,2019,2043
P109194,2018,3839
P109195,2018,3915
P109196,2019,2526
P109197,2023,1822
P109198,2023,3047
P109199,2022,4655
P109200,2024,4917
P109201,2020,4075
P109202,2019,4156
P109203,2021,1105
P109204,2022,1783
P109205,2022,3840
P109206,2021,1610
P109207,2023,4681
P109208,2022,1551
P109209,2022,833
P109210,2023,971
P109211,2023,645
P109212,2024,3062
P109213,2022,2764
P109214,2023,3352
P109215,2023,3391
P109216,2024,4097
P109217,2019,4790
P109218,2023,113
P109219,2021,4407
P109220,2020,3108
P109221,2020,3380
P109222,2020,2708
P109223,2020,88
P109224,2024,2401
P109225,2019,4832
P109226,2018,1271
P109227,2020,4422
P109228,2024,3662
P109229,2018,1616
P109230,2021,2336
P109231,2023,3024
P109232,2019,4347
P109233,2023,2554
P109234,2020,225
P109235,2024,2605
P109236,2024,1227
P109237,2022,1382
P109238,2023,4182
P109239,2023,2669
P109240,2023,4693
P109241,2023,612
P109242,2019,91
P109243,2024,4102
P109244,2019,4793
P109245,2019,2358
P109246,2023,4978
P109247,2019,4561
P109248,2018,4001
P109249,2020,3114
P109250,2021,4398
P109251,2024,2105
P109252,2024,1273
P109253,2020,2833
P109254,2020,1850
P109255,2019,3856
P109256,2018,2398
P109257,2019,1538
P109258,2020,3976
P109259,2023,4194
P109260,2020,3382
P109261,2020,2873
P109262,2019,2773
P109263,2018,865
P109264,2020,4965
P109265,2021,3091
P109266,2023,525
P109267,2023,846
P109268,2022,4993
P109269,2023,556
P109270,2018,216
P109271,2022,703
P109272,2019,689
P109273,2018,1684
P109274,2023,2698
P109275,2022,1189
P109276,2024,2434
P109277,2019,4205
P109278,2022,508
P109279,2021,533
P109280,2021,675
P109281,2020,4957
P109282,2023,3339
P109283,2024,2448
P109284,2023,2545
P109285,2024,3359
P109286,2024,4501
P109287,2023,1469
P109288,2022,239
P109289,2022,3995
P109290,2020,4562
P109291,2022,4569
P109292,2022,582
P109293,2024,425
P109294,2024,4361
P109295,2020,907
P109296,2019,3590
P109297,2018,2114
P109298,2021,4354
P109299,2023,1124
P109300,2021,1227
P109301,2023,700
P109302,2024,3848
P109303,2024,536
P109304,2019,1406
P109305,2018,1478
P109306,2020,3104
P109307,2021,740
P109308,2019,4373
P109309,2019,1090
P109310,2018,738
P109311,2018,2727
P109312,2021,3867
P109313,2022,1708
P109314,2022,145
P109315,2020,3730
P109316,2019,1046
P109317,2020,267
P109318,2021,4726
P109319,2024,4555
P109320,2019,2307
P109321,2022,132
P109322,2020,3144
P109323,2024,684
P109324,2018,2499
P109325,2023,2779
P109326,2022,4387
P109327,2022,4738
P109328,2021,3444
P109329,2019,2741
P109330,2021,703
P109331,2024,3406
P109332,2020,4669
P109333,2023,2211
P109334,2020,3532
P109335,2018,3402
P109336,2019,4212
P109337,2020,3381
P109338,2018,3679
P109339,2024,478
P109340,2024,3284
P109341,2024,4347
P109342,2024,76
P109343,2024,2698
P109344,2018,1338
P109345,2020,75
P109346,2019,1843
P109347,2020,3065
P109348,2019,3988
P109349,2019,2960
P109350,2023,1165
P109351,2023,4544
P109352,2021,293
P109353,2020,1501
P109354,2018,546
P109355,2022,2903
P109356,2019,2349
P109357,2022,2039
P109358,2021,4941
P109359,2021,3423
P109360,2024,3474
P109361,2019,4583
P109362,2020,94
P109363,2024,2315
P109364,2023,4031
P109365,2020,1814
P109366,2018,3676
P109367,2023,3021
P109368,2019,4377
P109369,2020,3109
P109370,2021,504
P109371,2018,1437
P109372,2024,3185
P109373,2019,2209
P109374,2023,445
P109375,2019,3500
P109376,2019,532
P109377,2023,2374
P109378,2019,3158
P109379,2020,4264
P109380,2018,4121
P109381,2019,3936
P109382,2024,865
P109383,2020,4618
P109384,2023,4688
P109385,2019,2256
P109386,2023,214
P109387,2018,2671
P109388,2024,1477
P109389,2020,3668
P109390,2018,4441
P109391,2020,3400
P109392,2024,2770
P109393,2020,2900
P109394,2020,2260
P109395,2023,1698
P109396,2024,2778
P109397,2023,651
P109398,2021,4202
P109399,2021,4380
P109400,2024,2482
P109401,2022,912
P109402,2020,1823
P109403,2020,4536
P109404,2019,492
P109405,2019,2987
P109406,2019,3024
P109407,2018,2517
P109408,2021,924
P109409,2018,634
P109410,2021,3771
P109411,2024,3327
P109412,2019,4714
P109413,2022,2571
P109414,2020,999
P109415,2019,175
P109416,2023,74
P109417,2021,3011
P109418,2018,455
P109419,2023,2432
P109420,2019,3324
P109421,2022,1852
P109422,2021,4427
P109423,2023,4437
P109424,2023,2368
P109425,2019,3964
P109426,2023,3901
P109427,2021,2816
P109428,2019,4985
P109429,2019,2904
P109430,2024,3732
P109431,2019,2176
P109432,2024,4766
P109433,2018,2731
P109434,2023,1478
P109435,2024,4842
P109436,2023,1368
P109437,2019,2149
P109438,2022,2358
P109439,2024,1038
P109440,2020,748
P109441,2023,816
P109442,2021,1820
P109443,2021,2100
P109444,2018,3526
P109445,2021,632
P109446,2023,1157
P109447,2018,119
P109448,2018,1122
P109449,2018,3145
P109450,2021,794
P109451,2024,2238
P109452,2018,2002
P109453,2023,1665
P109454,2023,4351
P109455,2019,4001
P109456,2022,3128
P109457,2020,4120
P109458,2019,1494
P109459,2023,158
P109460,2021,4942
P109461,2019,4633
P109462,2019,589
P109463,2019,2267
P109464,2024,1480
P109465,2019,4138
P109466,2024,2821
P109467,2019,4162
P109468,2022,2678
P109469,2022,4630
P109470,2021,4566
P109471,2020,4163
P109472,2022,446
P109473,2024,1213
P109474,2019,4995
P109475,2022,1583
P109476,2019,3916
P109477,2021,387
P109478,2020,3479
P109479,2019,2990
P109480,2020,2633
P109481,2022,629
P109482,2020,1784
P109483,2020,327
P109484,2018,3853
P109485,2021,3700
P109486,2024,4797
P109487,2019,3860
P109488,2018,4848
P109489,2022,3470
P109490,2021,961
P109491,2018,1961
P109492,2023,1816
P109493,2023,1105
P109494,2019,2108
P109495,2019,3491
P109496,2022,2956
P109497,2020,4033
P109498,2021,1990
P109499,2023,910
P109500,2019,756
P109501,2022,3640
P109502,2024,505
P109503,2023,4763
P109504,2024,2821
P109505,2020,3007
P109506,2024,228
P109507,2020,3329
P109508,2020,1275
P109509,2020,947
P109510,2022,2866
P109511,2021,4899
P109512,2024,430
P109513,2022,164
P109514,2018,3283
P109515,2021,313
P109516,2018,2049
P109517,2020,3237
P109518,2020,2035
P109519,2022,4668
P109520,2020,4356
P109521,2023,3881
P109522,2019,3336
P109523,2022,2244
P109524,2020,441
P109525,2022,1145
P109526,2022,1064
P109527,2019,4780
P109528,2024,154
P109529,2021,2567
P109530,2021,953
P109531,2023,2258
P109532,2019,2806
P109533,2020,1092
P109534,2019,4957
P109535,2019,3205
P109536,2023,1493
P109537,2020,2176
P109538,2022,4492
P109539,2023,2270
P109540,2020,4492
P109541,2022,329
P109542,2023,1796
P109543,2020,4161
P109544,2020,2823
P109545,2023,1230
P109546,2018,3340
P109547,2019,1733
P109548,2023,148
P109549,2024,1253
P109550,2024,1573
P109551,2022,3528
P109552,2021,962
P109553,2022,2843
P109554,2024,193
P109555,2021,4249
P109556,2018,2243
P109557,2021,127
P109558,2018,3135
P109559,2024,2255
P109560,2024,1043
P109561,2023,3013
P109562,2021,2227
P109563,2019,3616
P109564,2023,4577
P109565,2021,4160
P109566,2024,2279
P109567,2021,2687
P109568,2024,942
P109569,2023,4433
P109570,2022,241
P109571,2022,1470
P109572,2021,3231
P109573,2020,155
P109574,2023,1186
P109575,2019,4864
P109576,2023,2815
P109577,2019,80
P109578,2020,2042
P109579,2022,4552
P109580,2020,1075
P109581,2019,1751
P109582,2019,3979
P109583,2022,727
P109584,2020,4936
P109585,2022,109
P109586,2018,3509
P109587,2022,2453
P109588,2024,3574
P109589,2019,1759
P109590,2024,571
P109591,2022,482
P109592,2018,1214
P109593,2021,3917
P109594,2018,259
P109595,2023,1889
P109596,2018,1250
P109597,2019,3796
P109598,2022,1219
P109599,2018,3535
P109600,2024,4099
P109601,2023,2690
P109602,2018,2201
P109603,2021,4567
P109604,2024,486
P109605,2019,1106
P109606,2023,1551
P109607,2022,2495
P109608,2020,1578
P109609,2024,2090
P109610,2018,2102
P109611,2022,2444
P109612,2021,978
P109613,2020,553
P109614,2021,2395
P109615,2023,1296
P109616,2022,376
P109617,2024,3627
P109618,2019,1674
P109619,2019,464
P109620,2024,1226
P109621,2021,3951
P109622,2023,1206
P109623,2024,2210
P109624,2018,3043
P109625,2018,1852
P109626,2021,1529
P109627,2022,2532
P109628,2023,2339
P109629,2018,4032
P109630,2023,1809
P109631,2021,289
P109632,2024,3538
P109633,2023,2501
P109634,2020,1295
P109635,2022,637
P109636,2020,1571
P109637,2024,4723
P109638,2024,2727
P109639,2021,144
P109640,2018,1137
P109641,2021,2402
P109642,2024,1989
