Project_ID,ROI_Percentage
P099049,4.74
P099050,7.2
P099051,14.03
P099052,10.57
P099053,4.13
P099054,8.03
P099055,11.32
P099056,8.97
P099057,14.18
P099058,9.81
P099059,17.69
P099060,4.41
P099061,16.82
P099062,8.02
P099063,10.71
P099064,4.2
P099065,13.17
P099066,10.37
P099067,13.81
P099068,10.64
P099069,7.41
P099070,12.22
P099071,7.03
P099072,17.9
P099073,17.78
P099074,6.17
P099075,4.13
P099076,4.99
P099077,8.03
P099078,11.46
P099079,15.51
P099080,7.62
P099081,6.9
P099082,11.23
P099083,10.97
P099084,15.59
P099085,5.72
P099086,8.59
P099087,6.8
P099088,9.81
P099089,14.25
P099090,8.0
P099091,13.37
P099092,7.19
P099093,17.84
P099094,5.06
P099095,11.31
P099096,14.1
P099097,15.2
P099098,5.51
P099099,14.49
P099100,4.84
P099101,10.48
P099102,12.48
P099103,13.84
P099104,10.02
P099105,5.03
P099106,7.46
P099107,4.09
P099108,15.82
P099109,6.27
P099110,5.65
P099111,6.98
P099112,5.58
P099113,16.5
P099114,11.91
P099115,10.95
P099116,12.92
P099117,15.66
P099118,6.37
P099119,8.83
P099120,17.05
P099121,6.52
P099122,8.71
P099123,13.4
P099124,10.28
P099125,11.27
P099126,5.39
P099127,11.07
P099128,8.59
P099129,11.91
P099130,13.92
P099131,13.78
P099132,15.87
P099133,16.98
P099134,11.49
P099135,16.6
P099136,6.86
P099137,7.13
P099138,14.11
P099139,9.52
P099140,6.09
P099141,8.91
P099142,16.32
P099143,13.14
P099144,13.46
P099145,11.89
P099146,7.18
P099147,13.95
P099148,7.85
P099149,4.55
P099150,5.5
P099151,15.08
P099152,6.62
P099153,11.01
P099154,14.51
P099155,11.48
P099156,6.22
P099157,4.58
P099158,11.97
P099159,14.63
P099160,5.55
P099161,5.48
P099162,10.01
P099163,7.35
P099164,17.09
P099165,11.34
P099166,9.03
P099167,9.53
P099168,14.06
P099169,8.72
P099170,16.39
P099171,4.11
P099172,14.46
P099173,17.97
P099174,8.18
P099175,11.62
P099176,10.91
P099177,8.37
P099178,17.64
P099179,17.34
P099180,11.92
P099181,14.4
P099182,14.31
P099183,9.71
P099184,4.95
P099185,13.12
P099186,4.69
P099187,9.33
P099188,12.77
P099189,6.48
P099190,9.22
P099191,11.77
P099192,14.38
P099193,12.37
P099194,10.02
P099195,10.06
P099196,7.28
P099197,12.26
P099198,4.02
P099199,16.81
P099200,9.2
P099201,4.98
P099202,5.88
P099203,5.04
P099204,5.34
P099205,17.28
P099206,6.98
P099207,16.45
P099208,7.94
P099209,6.34
P099210,15.56
P099211,11.89
P099212,11.65
P099213,16.23
P099214,9.87
P099215,17.03
P099216,4.68
P099217,11.1
P099218,15.45
P099219,6.94
P099220,10.79
P099221,9.45
P099222,11.13
P099223,16.22
P099224,11.29
P099225,14.65
P099226,11.47
P099227,7.46
P099228,12.75
P099229,6.03
P099230,12.64
P099231,12.49
P099232,7.04
P099233,8.39
P099234,15.87
P099235,11.81
P099236,5.42
P099237,12.6
P099238,7.62
P099239,13.43
P099240,12.97
P099241,10.95
P099242,8.86
P099243,17.43
P099244,12.05
P099245,10.6
P099246,11.36
P099247,15.16
P099248,6.25
P099249,11.09
P099250,9.4
P099251,7.26
P099252,4.37
P099253,5.51
P099254,15.11
P099255,17.44
P099256,10.52
P099257,11.01
P099258,14.1
P099259,7.48
P099260,17.7
P099261,13.14
P099262,8.55
P099263,8.21
P099264,10.1
P099265,5.28
P099266,16.33
P099267,11.57
P099268,17.64
P099269,10.43
P099270,10.21
P099271,10.82
P099272,17.61
P099273,8.58
P099274,17.14
P099275,11.45
P099276,10.97
P099277,17.27
P099278,6.88
P099279,4.97
P099280,10.74
P099281,11.57
P099282,7.05
P099283,14.01
P099284,16.43
P099285,7.16
P099286,4.34
P099287,9.62
P099288,8.38
P099289,5.6
P099290,5.89
P099291,12.01
P099292,9.77
P099293,5.56
P099294,5.6
P099295,8.2
P099296,6.18
P099297,6.32
P099298,10.76
P099299,10.56
P099300,17.17
P099301,7.13
P099302,15.05
P099303,15.18
P099304,5.62
P099305,5.63
P099306,6.42
P099307,9.26
P099308,10.73
P099309,10.12
P099310,9.72
P099311,4.23
P099312,6.97
P099313,6.23
P099314,14.43
P099315,12.98
P099316,7.82
P099317,8.27
P099318,10.7
P099319,14.3
P099320,14.78
P099321,14.78
P099322,17.32
P099323,11.35
P099324,11.35
P099325,10.89
P099326,16.72
P099327,17.02
P099328,12.8
P099329,11.08
P099330,4.98
P099331,7.69
P099332,10.86
P099333,14.73
P099334,12.6
P099335,4.82
P099336,14.14
P099337,4.22
P099338,8.69
P099339,14.15
P099340,7.5
P099341,14.58
P099342,13.25
P099343,12.26
P099344,10.92
P099345,5.84
P099346,8.12
P099347,12.48
P099348,6.27
P099349,6.21
P099350,7.27
P099351,15.34
P099352,14.04
P099353,15.31
P099354,17.37
P099355,13.2
P099356,12.45
P099357,8.51
P099358,11.45
P099359,12.01
P099360,9.3
P099361,5.37
P099362,17.33
P099363,8.66
P099364,8.99
P099365,16.9
P099366,14.21
P099367,17.69
P099368,10.73
P099369,6.64
P099370,13.73
P099371,13.48
P099372,15.81
P099373,4.87
P099374,9.2
P099375,14.44
P099376,11.27
P099377,6.75
P099378,6.73
P099379,7.69
P099380,6.18
P099381,5.56
P099382,8.73
P099383,15.99
P099384,4.95
P099385,5.71
P099386,4.57
P099387,7.74
P099388,8.02
P099389,10.35
P099390,12.33
P099391,5.79
P099392,11.33
P099393,17.24
P099394,9.42
P099395,5.68
P099396,9.45
P099397,4.56
P099398,9.67
P099399,17.65
P099400,10.41
P099401,15.59
P099402,11.53
P099403,11.74
P099404,15.46
P099405,16.71
P099406,9.64
P099407,5.65
P099408,5.43
P099409,5.69
P099410,12.92
P099411,13.51
P099412,14.19
P099413,13.68
P099414,6.92
P099415,6.83
P099416,9.63
P099417,6.72
P099418,10.23
P099419,13.31
P099420,6.34
P099421,9.88
P099422,7.16
P099423,9.77
P099424,12.98
P099425,12.87
P099426,15.0
P099427,8.6
P099428,8.36
P099429,11.07
P099430,10.68
P099431,12.7
P099432,8.84
P099433,6.48
P099434,9.65
P099435,16.0
P099436,14.03
P099437,14.84
P099438,12.7
P099439,9.31
P099440,12.52
P099441,11.29
P099442,6.55
P099443,16.02
P099444,10.63
P099445,8.74
P099446,15.49
P099447,5.19
P099448,16.05
P099449,13.19
P099450,11.38
P099451,12.97
P099452,11.14
P099453,6.37
P099454,15.76
P099455,16.58
P099456,12.6
P099457,7.98
P099458,10.56
P099459,11.94
P099460,17.61
P099461,12.42
P099462,5.19
P099463,16.55
P099464,5.79
P099465,14.54
P099466,10.5
P099467,13.07
P099468,6.3
P099469,14.95
P099470,5.95
P099471,12.07
P099472,9.6
P099473,11.49
P099474,14.15
P099475,4.07
P099476,9.06
P099477,10.99
P099478,16.8
P099479,8.27
P099480,16.05
P099481,4.62
P099482,8.06
P099483,6.39
P099484,9.81
P099485,17.89
P099486,17.07
P099487,17.78
P099488,11.98
P099489,14.7
P099490,6.74
P099491,12.39
P099492,12.3
P099493,6.74
P099494,14.05
P099495,14.09
P099496,9.98
P099497,14.35
P099498,5.49
P099499,12.32
P099500,12.08
P099501,10.13
P099502,15.44
P099503,15.91
P099504,7.12
P099505,4.63
P099506,14.2
P099507,17.04
P099508,14.92
P099509,13.37
P099510,5.27
P099511,9.71
P099512,9.05
P099513,12.27
P099514,16.7
P099515,12.7
P099516,9.14
P099517,9.04
P099518,6.31
P099519,14.28
P099520,12.97
P099521,13.54
P099522,7.03
P099523,14.8
P099524,7.29
P099525,7.42
P099526,6.56
P099527,14.27
P099528,10.76
P099529,12.27
P099530,9.43
P099531,15.35
P099532,4.13
P099533,6.68
P099534,9.03
P099535,7.26
P099536,17.22
P099537,11.03
P099538,6.83
P099539,8.41
P099540,8.36
P099541,11.75
P099542,7.49
P099543,16.78
P099544,7.22
P099545,16.31
P099546,12.4
P099547,6.93
P099548,13.62
P099549,7.56
P099550,6.42
P099551,8.7
P099552,8.73
P099553,17.21
P099554,13.15
P099555,14.44
P099556,4.28
P099557,17.74
P099558,11.97
P099559,17.73
P099560,14.5
P099561,11.41
P099562,15.15
P099563,12.44
P099564,14.9
P099565,13.23
P099566,13.23
P099567,12.54
P099568,10.35
P099569,9.06
P099570,8.77
P099571,9.68
P099572,7.93
P099573,6.1
P099574,4.35
P099575,11.94
P099576,5.63
P099577,8.82
P099578,17.83
P099579,5.37
P099580,7.66
P099581,6.81
P099582,16.71
P099583,7.78
P099584,7.88
P099585,8.82
P099586,4.97
P099587,11.15
P099588,6.46
P099589,4.8
P099590,7.63
P099591,6.48
P099592,17.41
P099593,6.05
P099594,7.76
P099595,17.96
P099596,12.99
P099597,14.38
P099598,14.24
P099599,13.94
P099600,17.09
P099601,5.13
P099602,10.93
P099603,10.57
P099604,4.08
P099605,15.87
P099606,15.83
P099607,10.34
P099608,7.71
P099609,12.81
P099610,7.04
P099611,4.39
P099612,4.84
P099613,8.28
P099614,10.1
P099615,16.83
P099616,12.97
P099617,4.91
P099618,13.66
P099619,17.96
P099620,15.49
P099621,10.19
P099622,5.04
P099623,9.16
P099624,8.18
P099625,16.36
P099626,6.81
P099627,8.7
P099628,9.44
P099629,4.37
P099630,5.82
P099631,5.98
P099632,4.02
P099633,7.99
P099634,7.18
P099635,13.84
P099636,16.05
P099637,12.34
P099638,14.7
P099639,16.45
P099640,11.21
P099641,5.8
P099642,12.68
P099643,7.27
P099644,11.33
P099645,5.14
P099646,13.43
P099647,14.26
P099648,15.54
P099649,6.35
P099650,6.48
P099651,17.38
P099652,7.04
P099653,14.19
P099654,14.37
P099655,11.67
P099656,4.7
P099657,11.02
P099658,15.89
P099659,9.59
P099660,6.05
P099661,8.58
P099662,4.93
P099663,12.64
P099664,4.03
P099665,11.13
P099666,6.37
P099667,7.92
P099668,15.61
P099669,16.08
P099670,8.39
P099671,9.33
P099672,13.7
P099673,12.49
P099674,12.65
P099675,12.93
P099676,6.48
P099677,7.29
P099678,10.28
P099679,4.48
P099680,9.41
P099681,4.48
P099682,5.56
P099683,15.27
P099684,7.43
P099685,6.96
P099686,12.56
P099687,4.99
P099688,4.46
P099689,15.28
P099690,6.39
P099691,12.81
P099692,13.22
P099693,12.96
P099694,13.37
P099695,12.69
P099696,4.03
P099697,6.62
P099698,11.62
P099699,12.3
P099700,12.16
P099701,7.17
P099702,12.0
P099703,5.71
P099704,14.27
P099705,12.0
P099706,6.67
P099707,17.91
P099708,17.54
P099709,5.08
P099710,10.31
P099711,17.33
P099712,14.59
P099713,11.95
P099714,16.89
P099715,11.76
P099716,16.14
P099717,9.6
P099718,17.44
P099719,5.16
P099720,12.9
P099721,10.23
P099722,7.34
P099723,15.93
P099724,15.97
P099725,17.55
P099726,17.3
P099727,14.45
P099728,4.29
P099729,17.69
P099730,11.41
P099731,5.51
P099732,7.38
P099733,14.58
P099734,5.1
P099735,7.42
P099736,4.85
P099737,14.95
P099738,17.13
P099739,11.83
P099740,5.22
P099741,15.58
P099742,13.46
P099743,8.1
P099744,14.09
P099745,13.22
P099746,8.09
P099747,4.78
P099748,7.97
P099749,6.2
P099750,7.91
P099751,13.93
P099752,16.55
P099753,12.84
P099754,17.23
P099755,14.19
P099756,6.79
P099757,9.6
P099758,10.3
P099759,15.05
P099760,7.58
P099761,17.82
P099762,8.2
P099763,7.88
P099764,15.5
P099765,8.59
P099766,11.66
P099767,5.75
P099768,4.12
P099769,9.18
P099770,17.3
P099771,7.87
P099772,12.85
P099773,13.77
P099774,8.62
P099775,6.33
P099776,16.82
P099777,5.79
P099778,11.42
P099779,4.28
P099780,10.18
P099781,9.5
P099782,11.04
P099783,6.15
P099784,5.4
P099785,8.29
P099786,9.14
P099787,8.45
P099788,7.9
P099789,10.46
P099790,15.16
P099791,9.3
P099792,6.93
P099793,9.91
P099794,7.27
P099795,15.89
P099796,4.14
P099797,14.65
P099798,17.95
P099799,17.79
P099800,10.07
P099801,16.78
P099802,7.3
P099803,11.73
P099804,9.4
P099805,14.23
P099806,11.88
P099807,10.66
P099808,8.27
P099809,9.33
P099810,7.68
P099811,12.66
P099812,11.8
P099813,10.6
P099814,15.55
P099815,9.19
P099816,6.08
P099817,15.02
P099818,12.75
P099819,5.87
P099820,17.66
P099821,13.81
P099822,5.17
P099823,11.26
P099824,7.54
P099825,5.39
P099826,13.23
P099827,13.02
P099828,12.42
P099829,7.63
P099830,16.25
P099831,13.63
P099832,8.25
P099833,4.21
P099834,14.53
P099835,5.59
P099836,14.2
P099837,16.31
P099838,13.8
P099839,7.77
P099840,9.52
P099841,12.98
P099842,7.52
P099843,6.02
P099844,13.82
P099845,11.02
P099846,7.84
P099847,13.71
P099848,5.67
P099849,6.82
P099850,7.69
P099851,17.07
P099852,14.31
P099853,4.87
P099854,14.34
P099855,15.76
P099856,17.36
P099857,17.28
P099858,8.99
P099859,7.55
P099860,17.08
P099861,5.65
P099862,10.71
P099863,6.63
P099864,9.43
P099865,12.36
P099866,5.83
P099867,12.16
P099868,6.58
P099869,10.74
P099870,12.59
P099871,9.45
P099872,17.33
P099873,5.29
P099874,11.47
P099875,9.21
P099876,14.41
P099877,7.89
P099878,7.52
P099879,4.38
P099880,14.14
P099881,12.91
P099882,7.12
P099883,13.88
P099884,5.54
P099885,8.59
P099886,11.96
P099887,11.02
P099888,6.64
P099889,14.93
P099890,10.76
P099891,14.01
P099892,5.86
P099893,13.18
P099894,14.76
P099895,8.76
P099896,5.09
P099897,10.95
P099898,11.5
P099899,15.15
P099900,17.05
P099901,13.44
P099902,8.37
P099903,9.88
P099904,9.93
P099905,6.96
P099906,15.82
P099907,12.72
P099908,15.44
P099909,10.53
P099910,9.54
P099911,12.94
P099912,9.21
P099913,7.94
P099914,11.98
P099915,6.16
P099916,10.8
P099917,15.37
P099918,11.92
P099919,4.47
P099920,17.19
P099921,7.27
P099922,14.01
P099923,8.28
P099924,14.18
P099925,14.77
P099926,17.11
P099927,12.83
P099928,15.78
P099929,10.89
P099930,15.87
P099931,17.34
P099932,7.65
P099933,16.68
P099934,15.7
P099935,5.94
P099936,9.43
P099937,14.89
P099938,7.95
P099939,8.7
P099940,10.65
P099941,11.28
P099942,4.51
P099943,6.81
P099944,15.26
P099945,16.41
P099946,17.56
P099947,10.97
P099948,6.28
P099949,15.27
P099950,9.43
P099951,17.99
P099952,6.77
P099953,13.99
P099954,13.29
P099955,7.1
P099956,9.83
P099957,6.3
P099958,12.44
P099959,8.44
P099960,15.69
P099961,8.78
P099962,7.28
P099963,13.48
P099964,7.51
P099965,13.68
P099966,11.85
P099967,7.97
P099968,4.79
P099969,12.55
P099970,7.5
P099971,7.57
P099972,5.23
P099973,11.11
P099974,5.0
P099975,10.68
P099976,13.39
P099977,5.08
P099978,8.41
P099979,9.71
P099980,4.26
P099981,5.22
P099982,5.46
P099983,6.75
P099984,13.49
P099985,6.38
P099986,16.89
P099987,4.08
P099988,16.79
P099989,8.67
P099990,16.84
P099991,16.37
P099992,16.98
P099993,15.49
P099994,10.19
P099995,10.74
P099996,14.27
P099997,16.36
P099998,8.77
P099999,12.98
P100000,6.5
P100001,8.59
P100002,17.99
P100003,5.87
P100004,5.24
P100005,12.61
P100006,6.51
P100007,16.66
P100008,14.95
P100009,8.3
P100010,16.79
P100011,16.05
P100012,16.11
P100013,13.58
P100014,16.78
P100015,16.72
P100016,9.09
P100017,12.53
P100018,4.67
P100019,6.82
P100020,7.02
P100021,8.83
P100022,10.79
P100023,4.69
P100024,10.3
P100025,7.35
P100026,6.76
P100027,10.92
P100028,6.32
P100029,10.39
P100030,17.12
P100031,16.25
P100032,16.45
P100033,6.89
P100034,15.11
P100035,6.53
P100036,12.24
P100037,10.48
P100038,8.98
P100039,18.0
P100040,10.16
P100041,4.02
P100042,16.38
P100043,12.59
P100044,6.49
P100045,14.25
P100046,11.5
P100047,16.16
P100048,11.85
P100049,9.4
P100050,13.72
P100051,6.19
P100052,10.2
P100053,11.49
P100054,10.42
P100055,14.92
P100056,12.61
P100057,10.79
P100058,11.97
P100059,17.5
P100060,14.6
P100061,14.64
P100062,10.31
P100063,15.44
P100064,5.33
P100065,7.12
P100066,12.1
P100067,13.45
P100068,7.72
P100069,14.84
P100070,7.16
P100071,9.02
P100072,6.17
P100073,12.32
P100074,11.67
P100075,9.39
P100076,17.8
P100077,9.36
P100078,4.68
P100079,17.1
P100080,16.38
P100081,17.09
P100082,9.56
P100083,7.42
P100084,14.85
P100085,10.83
P100086,6.49
P100087,11.05
P100088,16.13
P100089,13.76
P100090,4.67
P100091,14.63
P100092,14.47
P100093,8.79
P100094,6.56
P100095,11.24
P100096,16.36
P100097,5.15
P100098,14.58
P100099,8.76
P100100,15.24
P100101,7.55
P100102,15.0
P100103,5.93
P100104,5.23
P100105,7.91
P100106,15.84
P100107,8.81
P100108,12.76
P100109,7.37
P100110,4.77
P100111,5.02
P100112,7.03
P100113,17.72
P100114,7.52
P100115,16.54
P100116,13.93
P100117,13.68
P100118,6.58
P100119,11.06
P100120,5.34
P100121,11.5
P100122,16.54
P100123,17.27
P100124,17.28
P100125,4.46
P100126,13.42
P100127,17.25
P100128,15.49
P100129,16.26
P100130,7.23
P100131,10.01
P100132,17.73
P100133,12.08
P100134,14.53
P100135,4.54
P100136,15.41
P100137,15.94
P100138,10.48
P100139,14.01
P100140,7.46
P100141,9.38
P100142,8.08
P100143,4.46
P100144,14.53
P100145,13.13
P100146,6.8
P100147,6.72
P100148,16.51
P100149,17.71
P100150,4.88
P100151,17.85
P100152,10.82
P100153,5.71
P100154,7.24
P100155,9.87
P100156,14.24
P100157,11.69
P100158,11.42
P100159,7.99
P100160,17.6
P100161,8.05
P100162,16.68
P100163,5.51
P100164,9.95
P100165,17.42
P100166,7.38
P100167,14.92
P100168,4.31
P100169,13.21
P100170,12.92
P100171,5.1
P100172,7.32
P100173,7.06
P100174,12.94
P100175,8.65
P100176,5.97
P100177,10.5
P100178,5.78
P100179,14.43
P100180,4.5
P100181,12.83
P100182,5.21
P100183,5.41
P100184,11.75
P100185,11.55
P100186,15.39
P100187,12.49
P100188,12.93
P100189,11.48
P100190,9.95
P100191,14.09
P100192,13.14
P100193,12.79
P100194,6.4
P100195,16.63
P100196,4.9
P100197,15.78
P100198,13.41
P100199,14.4
P100200,12.85
P100201,14.95
P100202,12.69
P100203,5.48
P100204,6.79
P100205,13.55
P100206,8.67
P100207,15.82
P100208,8.1
P100209,12.13
P100210,8.0
P100211,9.74
P100212,17.3
P100213,9.58
P100214,10.79
P100215,5.53
P100216,11.15
P100217,13.8
P100218,9.47
P100219,10.76
P100220,13.67
P100221,6.94
P100222,5.03
P100223,7.6
P100224,15.52
P100225,10.73
P100226,11.07
P100227,13.77
P100228,15.37
P100229,13.4
P100230,7.41
P100231,5.3
P100232,9.36
P100233,15.24
P100234,9.67
P100235,6.27
P100236,9.32
P100237,4.07
P100238,17.19
P100239,15.44
P100240,4.52
P100241,9.14
P100242,8.29
P100243,5.27
P100244,15.58
P100245,14.1
P100246,13.7
P100247,14.2
P100248,7.66
P100249,10.03
P100250,10.79
P100251,12.6
P100252,10.35
P100253,12.02
P100254,10.07
P100255,5.15
P100256,7.25
P100257,8.94
P100258,5.27
P100259,5.34
P100260,10.3
P100261,11.77
P100262,7.29
P100263,11.24
P100264,4.77
P100265,5.77
P100266,9.98
P100267,15.98
P100268,14.42
P100269,7.1
P100270,13.32
P100271,9.37
P100272,5.11
P100273,12.35
P100274,6.53
P100275,16.57
P100276,13.91
P100277,13.61
P100278,12.41
P100279,14.75
P100280,6.64
P100281,7.83
P100282,16.47
P100283,16.88
P100284,5.49
P100285,10.45
P100286,13.49
P100287,10.39
P100288,7.47
P100289,4.14
P100290,8.55
P100291,5.65
P100292,14.59
P100293,12.38
P100294,17.16
P100295,11.62
P100296,6.81
P100297,7.29
P100298,9.39
P100299,12.69
P100300,9.93
P100301,14.38
P100302,12.46
P100303,13.39
P100304,9.6
P100305,12.63
P100306,8.33
P100307,10.56
P100308,5.27
P100309,8.5
P100310,14.92
P100311,17.4
P100312,10.16
P100313,15.97
P100314,8.65
P100315,8.52
P100316,4.78
P100317,9.46
P100318,5.44
P100319,7.49
P100320,5.73
P100321,12.81
P100322,6.27
P100323,13.87
P100324,6.02
P100325,5.92
P100326,12.48
P100327,15.0
P100328,10.81
P100329,9.81
P100330,16.52
P100331,17.04
P100332,16.8
P100333,8.1
P100334,9.21
P100335,8.02
P100336,16.65
P100337,5.5
P100338,14.62
P100339,4.6
P100340,17.1
P100341,13.35
P100342,8.49
P100343,12.79
P100344,5.47
P100345,11.37
P100346,6.31
P100347,7.61
P100348,5.12
P100349,12.59
P100350,11.07
P100351,10.11
P100352,11.0
P100353,10.73
P100354,9.11
P100355,12.64
P100356,9.64
P100357,13.72
P100358,13.54
P100359,7.76
P100360,14.06
P100361,13.87
P100362,5.81
P100363,13.29
P100364,16.7
P100365,16.41
P100366,17.85
P100367,11.91
P100368,7.35
P100369,12.35
P100370,14.38
P100371,11.26
P100372,12.09
P100373,11.61
P100374,6.79
P100375,16.87
P100376,14.92
P100377,17.86
P100378,4.86
P100379,6.43
P100380,5.99
P100381,5.07
P100382,5.8
P100383,15.85
P100384,9.28
P100385,5.59
P100386,7.15
P100387,6.54
P100388,6.9
P100389,10.11
P100390,7.59
P100391,16.38
P100392,4.06
P100393,7.43
P100394,14.62
P100395,10.79
P100396,17.78
P100397,17.82
P100398,17.64
P100399,10.13
P100400,7.32
P100401,4.08
P100402,11.32
P100403,11.12
P100404,6.34
P100405,8.22
P100406,11.02
P100407,8.14
P100408,11.56
P100409,9.0
P100410,17.69
P100411,8.1
P100412,7.04
P100413,10.78
P100414,5.25
P100415,12.02
P100416,4.45
P100417,10.98
P100418,5.66
P100419,13.71
P100420,9.06
P100421,10.46
P100422,17.67
P100423,4.08
P100424,13.32
P100425,14.65
P100426,14.17
P100427,12.29
P100428,16.41
P100429,15.26
P100430,7.5
P100431,5.77
P100432,15.83
P100433,10.51
P100434,8.67
P100435,6.18
P100436,5.57
P100437,15.5
P100438,10.24
P100439,10.11
P100440,7.02
P100441,11.71
P100442,10.45
P100443,5.97
P100444,11.18
P100445,4.18
P100446,14.03
P100447,10.59
P100448,9.79
P100449,5.13
P100450,8.43
P100451,5.03
P100452,9.6
P100453,10.75
P100454,8.68
P100455,13.53
P100456,12.91
P100457,11.88
P100458,14.7
P100459,11.06
P100460,16.58
P100461,4.35
P100462,4.68
P100463,11.31
P100464,13.39
P100465,8.9
P100466,17.09
P100467,6.49
P100468,5.05
P100469,15.35
P100470,16.88
P100471,8.15
P100472,11.83
P100473,6.92
P100474,14.43
P100475,13.88
P100476,10.64
P100477,13.51
P100478,13.99
P100479,5.55
P100480,8.79
P100481,9.91
P100482,11.14
P100483,12.53
P100484,17.02
P100485,15.54
P100486,9.86
P100487,6.01
P100488,4.99
P100489,14.49
P100490,5.66
P100491,14.6
P100492,15.0
P100493,13.17
P100494,12.34
P100495,8.47
P100496,8.15
P100497,7.59
P100498,7.2
P100499,5.03
P100500,12.54
P100501,4.19
P100502,5.03
P100503,9.08
P100504,7.34
P100505,12.02
P100506,8.07
P100507,5.16
P100508,17.03
P100509,15.73
P100510,16.98
P100511,12.44
P100512,14.53
P100513,17.35
P100514,4.17
P100515,14.52
P100516,14.32
P100517,10.1
P100518,12.25
P100519,8.52
P100520,10.75
P100521,10.19
P100522,14.57
P100523,15.75
P100524,11.85
P100525,6.79
P100526,13.05
P100527,14.41
P100528,11.6
P100529,8.2
P100530,11.11
P100531,4.21
P100532,10.91
P100533,16.09
P100534,7.73
P100535,10.0
P100536,9.17
P100537,5.81
P100538,15.89
P100539,13.64
P100540,8.84
P100541,16.87
P100542,11.08
P100543,15.77
P100544,17.34
P100545,8.11
P100546,12.41
P100547,6.61
P100548,13.24
P100549,5.07
P100550,13.87
P100551,11.81
P100552,7.79
P100553,6.71
P100554,9.92
P100555,13.26
P100556,5.25
P100557,10.92
P100558,14.28
P100559,14.83
P100560,8.77
P100561,9.67
P100562,13.68
P100563,10.38
P100564,7.97
P100565,10.67
P100566,4.68
P100567,14.2
P100568,7.42
P100569,11.37
P100570,4.79
P100571,11.49
P100572,7.44
P100573,14.61
P100574,8.23
P100575,4.15
P100576,16.66
P100577,11.13
P100578,17.34
P100579,11.46
P100580,13.32
P100581,9.0
P100582,14.83
P100583,16.44
P100584,5.8
P100585,7.56
P100586,12.09
P100587,17.04
P100588,4.06
P100589,16.94
P100590,4.86
P100591,4.39
P100592,10.87
P100593,16.98
P100594,17.08
P100595,4.99
P100596,15.38
P100597,17.71
P100598,14.42
P100599,15.44
P100600,10.39
P100601,15.22
P100602,12.2
P100603,4.22
P100604,13.73
P100605,10.48
P100606,16.84
P100607,10.97
P100608,6.8
P100609,16.8
P100610,10.99
P100611,17.35
P100612,15.7
P100613,14.03
P100614,7.0
P100615,8.06
P100616,4.89
P100617,17.26
P100618,16.67
P100619,9.12
P100620,17.39
P100621,7.09
P100622,7.15
P100623,6.97
P100624,15.93
P100625,16.9
P100626,6.69
P100627,7.62
P100628,13.26
P100629,12.08
P100630,9.91
P100631,4.05
P100632,10.01
P100633,11.67
P100634,5.01
P100635,7.23
P100636,12.28
P100637,14.78
P100638,5.15
P100639,17.26
P100640,15.92
P100641,12.32
P100642,8.14
P100643,6.99
P100644,11.61
P100645,10.35
P100646,4.27
P100647,7.26
P100648,9.92
P100649,9.52
P100650,7.96
P100651,15.63
P100652,15.18
P100653,14.5
P100654,11.47
P100655,14.28
P100656,4.93
P100657,15.04
P100658,5.65
P100659,11.99
P100660,10.19
P100661,10.33
P100662,15.26
P100663,15.24
P100664,6.5
P100665,17.06
P100666,15.3
P100667,10.83
P100668,16.99
P100669,10.36
P100670,17.95
P100671,10.83
P100672,15.8
P100673,11.7
P100674,17.71
P100675,16.2
P100676,7.31
P100677,8.58
P100678,17.78
P100679,9.92
P100680,12.22
P100681,9.52
P100682,10.41
P100683,8.08
P100684,11.76
P100685,8.47
P100686,12.29
P100687,17.95
P100688,7.64
P100689,6.6
P100690,7.96
P100691,16.57
P100692,6.67
P100693,5.14
P100694,4.0
P100695,13.44
P100696,14.74
P100697,15.6
P100698,6.42
P100699,4.09
P100700,14.75
P100701,5.38
P100702,10.82
P100703,9.87
P100704,4.25
P100705,15.68
P100706,10.65
P100707,17.12
P100708,4.49
P100709,4.8
P100710,5.31
P100711,12.5
P100712,7.16
P100713,9.75
P100714,7.9
P100715,9.65
P100716,9.95
P100717,7.48
P100718,10.93
P100719,7.97
P100720,14.37
P100721,6.86
P100722,9.98
P100723,12.25
P100724,13.46
P100725,15.39
P100726,4.77
P100727,14.2
P100728,13.93
P100729,12.51
P100730,6.95
P100731,16.02
P100732,6.46
P100733,14.36
P100734,12.3
P100735,7.54
P100736,17.28
P100737,13.57
P100738,12.75
P100739,14.05
P100740,8.79
P100741,11.39
P100742,4.86
P100743,13.06
P100744,6.43
P100745,15.74
P100746,4.99
P100747,4.85
P100748,8.1
P100749,11.94
P100750,13.54
P100751,6.57
P100752,10.23
P100753,13.19
P100754,10.38
P100755,17.48
P100756,14.85
P100757,13.15
P100758,13.38
P100759,9.93
P100760,11.31
P100761,7.77
P100762,13.79
P100763,7.87
P100764,5.97
P100765,13.97
P100766,4.23
P100767,6.31
P100768,5.66
P100769,13.23
P100770,10.03
P100771,7.25
P100772,6.59
P100773,4.11
P100774,15.26
P100775,9.48
P100776,4.81
P100777,15.34
P100778,6.39
P100779,11.68
P100780,10.1
P100781,15.27
P100782,5.82
P100783,10.61
P100784,14.51
P100785,11.65
P100786,13.66
P100787,14.15
P100788,11.1
P100789,5.79
P100790,16.89
P100791,10.16
P100792,10.12
P100793,4.12
P100794,11.0
P100795,15.48
P100796,14.22
